,Number of new latrines to build,Number of latrines to maintain,Number of new wells to drill,Number of wells to repair,Availability HWT,HW stations to build,percentage of infants to vaccinate,Access to tmt,percent adults given MDA,percent youth given Albendazole,Mortality,Morbidity,Timeliness,CapEx,OpEx,seed_number
621,3201,3550,12,124,4,5079,87,3,50,18,198877.8,94743.525,-0.6888731122016907,803951869952.0,931603218432.0,1
622,8124,3438,1678,0,2,1000,18,32,55,85,241717.125,66634.8375,-0.5741894841194153,10042065551360.0,515508535296.0,1
623,4359,3152,748,85,4,3008,47,59,18,8,193213.4,97502.875,-0.6236599087715149,4698306772992.0,799980060672.0,1
624,68,3439,6,865,5,7447,89,95,7,66,152602.0875,140127.65,-0.4502435326576233,314224017408.0,2036622163968.0,1
625,3643,3219,2000,17,4,4147,81,82,22,77,136775.6,79915.025,-0.6786381602287292,11025455775744.0,1112992382976.0,1
626,7556,3405,1230,43,1,305,16,92,71,90,188547.05,66823.8125,-0.5706039071083069,7624075509760.0,722403131392.0,1
627,7540,3480,570,76,6,7892,90,98,38,68,109104.675,64645.9875,-0.6942089796066284,4518863962112.0,1274347257856.0,1
628,5924,3696,47,1869,24,4979,90,64,97,89,134743.375,58889.1125,-0.6937539577484131,1453524123648.0,3370024435712.0,1
629,3454,2829,24,92,7,5688,23,20,34,16,263391.25,104305.21875,-0.5868993997573853,931650600960.0,661867724800.0,1
630,7684,2737,5,1086,2,2323,36,76,55,68,181239.0,68719.31875,-0.6052746772766113,1447973486592.0,1667251830784.0,1
631,4452,3209,3,66,35,3060,20,92,17,99,184844.225,75618.70625,-0.5770698189735413,901992939520.0,1852230991872.0,1
632,7733,3342,22,819,4,3811,6,67,56,99,216635.6,62959.8125,-0.5590044856071472,1597825875968.0,1338231881728.0,1
633,7838,3161,488,1641,25,5869,73,90,99,90,129942.05,56551.60625,-0.6672122478485107,4077099679744.0,3171476832256.0,1
634,3708,2806,1271,125,3,2572,8,23,97,80,272195.225,77518.05,-0.562437117099762,7246835089408.0,595914522624.0,1
635,6811,3801,760,175,7,3907,90,83,91,92,119719.275,57117.70625,-0.6929342746734619,5219385606144.0,1412198563840.0,1
636,64,3322,0,546,59,892,87,80,5,99,177441.55,141974.4375,-0.32978999614715576,43681280000.0,3515842560000.0,1
637,907,3534,57,35,5,996,7,33,40,40,289750.85,129658.375,-0.468021959066391,486064652288.0,555130945536.0,1
638,7738,3959,865,187,0,2251,6,67,43,58,229391.975,73282.53125,-0.5580298900604248,5857947942912.0,626839453696.0,1
639,6549,3313,1478,82,1,5020,81,35,41,32,176649.575,76153.85,-0.6790355443954468,8890539311104.0,861469802496.0,1
640,7812,2611,1025,124,3,3531,61,66,40,15,164361.45,77784.6875,-0.6358581185340881,6736723312640.0,898121138176.0,1
641,7691,2636,6,1149,24,612,99,92,41,70,106446.4375,67074.21875,-0.6989685893058777,1391895117824.0,2823527858176.0,1
642,1902,3289,16,421,6,5333,19,29,31,25,265812.825,113238.7125,-0.5800282955169678,607567937536.0,940351422464.0,1
643,4751,2413,8,78,2,2491,8,47,17,93,251895.775,83416.375,-0.447588175535202,958885789696.0,580123820032.0,1
644,5883,3398,445,658,11,4559,100,64,30,68,125870.675,69060.7375,-0.7091181874275208,3468825460736.0,1909124366336.0,1
645,7996,3169,270,88,7,4402,15,12,40,50,261574.15,72735.7375,-0.5737711787223816,2934928572416.0,618362896384.0,1
646,1542,3260,6,851,6,1339,50,14,3,62,248110.25,108757.4125,-0.6145411729812622,347998093312.0,1486186217472.0,1
647,3588,2298,9,82,3,3548,27,28,22,68,254793.825,98599.7625,-0.43968725204467773,800110084096.0,638413242368.0,1
648,7261,3217,125,49,2,424,58,60,23,42,177429.025,79827.48125,-0.6348523497581482,1919462670336.0,807428096000.0,1
649,7740,3457,5,685,2,2413,61,76,55,68,156144.5375,66533.58125,-0.6448158025741577,1461005582336.0,1462405824512.0,1
650,7803,3140,950,12,5,6234,98,34,41,89,145559.6875,59502.675,-0.7057579159736633,6449761615872.0,1085400743936.0,1
651,3434,3406,3,1115,36,2676,85,92,46,36,126614.5875,89768.1875,-0.6842899918556213,710771277824.0,3113900310528.0,1
652,7935,3205,445,658,11,15,100,95,1,100,102713.4,63678.96875,-0.7035870552062988,3660272107520.0,2014665637888.0,1
653,2555,3119,14,1745,58,4820,99,94,40,64,113372.5125,88611.6375,-0.7079905867576599,692288028672.0,4515220684800.0,1
654,689,3299,32,351,2,355,88,35,46,90,206497.8375,116045.6625,-0.5055955648422241,296731607040.0,1321531342848.0,1
655,4478,3430,24,1130,24,2578,72,37,96,90,179440.4375,65021.9625,-0.6637796759605408,996455743488.0,2564130078720.0,1
656,5947,2707,0,1870,24,7276,89,67,22,89,134810.675,66336.86875,-0.6927510499954224,1300682244096.0,3342961737728.0,1
657,4580,2929,30,189,0,2667,60,17,14,95,238089.05,74875.775,-0.6457559466362,1048178524160.0,840459091968.0,1
658,6276,3358,186,190,4,7564,69,92,22,90,134091.4625,65741.75,-0.6606268286705017,2320780754944.0,1204051116032.0,1
659,7804,2698,1225,84,1,718,15,4,3,84,282759.4,73349.79375,-0.5681155323982239,7656712437760.0,425241116672.0,1
660,7818,3569,569,66,1,3583,81,35,38,65,173664.525,66660.86875,-0.677703320980072,4404945092608.0,885112176640.0,1
661,7556,3573,1541,125,4,5619,46,70,91,94,172860.325,58428.0375,-0.6239535808563232,9410250276864.0,986377748480.0,1
662,7261,2829,99,64,5,7736,37,52,28,18,202051.45,80528.78125,-0.6091554760932922,2053084151808.0,732417818624.0,1
663,4357,2953,736,103,0,3100,30,58,6,56,225986.6,88920.2875,-0.5976298451423645,4639874351104.0,670230708224.0,1
664,4736,2697,247,77,2,2628,8,40,97,94,253040.95,69452.225,-0.5584946274757385,2184952152064.0,595194281984.0,1
665,3460,3377,1264,2,3,2547,4,35,65,94,263241.0,76458.00625,-0.5543469190597534,7166911578112.0,507986968576.0,1
666,7786,3191,1478,82,2,6236,10,34,41,39,249461.6,75723.26875,-0.5664926171302795,9150235934720.0,477117513728.0,1
667,6861,2932,1014,204,5,7620,88,34,25,7,161720.65,80737.56875,-0.6911583542823792,6664020295680.0,1082795032576.0,1
668,7938,3139,1794,615,3,2571,96,65,55,81,126475.5,60776.78125,-0.7009345293045044,10660915183616.0,1612214829056.0,1
669,107,3929,4,1613,22,404,41,50,6,94,239197.9,123297.25,-0.4414864778518677,53844475904.0,2815766560768.0,1
670,7931,3475,1335,86,4,1486,47,68,16,5,178183.025,83691.075,-0.6211146712303162,8270039220224.0,799308054528.0,1
671,67,3941,1,962,59,1212,52,46,58,32,229053.425,133599.7125,-0.4751306474208832,60997124096.0,3456507838464.0,1
672,3903,3889,1773,85,3,3020,32,50,29,5,218050.85,98299.125,-0.5995511412620544,9867363352576.0,653660782592.0,1
673,5688,2879,1033,88,2,1523,97,11,25,30,175705.925,82930.6125,-0.7013596892356873,6334686691328.0,913242718208.0,1
674,7818,2569,550,99,0,3583,10,59,38,56,235211.9,73855.7625,-0.5422384142875671,4307665551360.0,542787960832.0,1
675,7528,3973,1488,95,3,3519,34,28,41,24,225819.1,77285.2875,-0.6028519868850708,9057406550016.0,621429325824.0,1
676,7551,2926,225,173,2,5547,25,47,97,89,218830.125,61042.2375,-0.5908699631690979,2668832751616.0,777832235008.0,1
677,7488,2832,1000,337,2,2460,71,24,10,94,188514.45,64722.0875,-0.660796046257019,6513251319808.0,1080127717376.0,1
678,7396,3790,783,188,57,6569,91,80,94,89,120262.675,56209.9875,-0.6957167983055115,5536092782592.0,3006730338304.0,1
679,34,3409,6,109,12,5684,67,66,22,72,205613.25,139524.975,-0.396260529756546,243991035904.0,1384569634816.0,1
680,1594,3203,6,913,6,4916,82,9,19,62,210881.7,101013.3875,-0.6715187430381775,487539212288.0,1724129869824.0,1
681,1140,3574,253,34,5,2579,0,89,80,47,219307.3,105698.6625,-0.5308793783187866,1587892977664.0,744286650368.0,1
682,5707,2561,489,109,5,2568,22,39,88,59,232707.9,74223.9125,-0.5502409934997559,3590835404800.0,737987395584.0,1
683,6788,3562,1778,29,4,1020,56,33,31,40,198805.15,78081.43125,-0.6350909471511841,10322225135616.0,759325327360.0,1
684,7687,3337,1585,173,4,3571,58,64,89,99,165676.4125,57043.2625,-0.6418137550354004,9583622881280.0,1084074164224.0,1
685,4501,3190,1594,82,2,131,53,26,42,32,221841.675,93530.375,-0.6291073560714722,8949591965696.0,714027630592.0,1
686,6501,3281,1342,45,1,7736,95,92,41,94,113419.9125,61896.5625,-0.7021740078926086,8284943679488.0,1161600696320.0,1
687,1099,3841,44,295,2,879,40,29,43,5,256320.75,130722.125,-0.609365701675415,448659849216.0,821506998272.0,1
688,64,3866,1,962,59,892,75,81,5,31,174087.8375,148705.875,-0.48419293761253357,48801284096.0,3723109859328.0,1
689,779,3269,15,13,6,362,9,67,22,32,266795.925,163856.3,-0.31260794401168823,225614069760.0,715840159744.0,1
690,4547,2639,1,820,59,4172,89,81,9,74,128400.5625,78485.6,-0.6810271143913269,948856356864.0,3606235316224.0,1
691,66,3472,8,76,4,3611,23,62,9,17,261502.25,168065.525,-0.3190450370311737,184178573312.0,728410030080.0,1
692,4606,3334,31,850,4,2579,58,66,95,90,169661.225,65807.325,-0.6414988040924072,1054614421504.0,1688151916544.0,1
693,1866,3104,1,1201,58,640,97,95,73,70,118883.05,93962.38125,-0.7007514238357544,353300480000.0,4094758223872.0,1
694,8072,3094,26,81,26,2541,70,90,92,81,133800.875,60448.3,-0.6581631302833557,1630989320192.0,1826382544896.0,1
695,80,3689,1,818,5,540,7,81,45,94,247379.675,130647.3875,-0.3173917531967163,38745604096.0,1509319901184.0,1
696,6539,3070,23,829,26,660,99,99,41,69,102517.0625,69898.19375,-0.7032340168952942,1280146014208.0,2640167567360.0,1
697,324,2930,6,110,6,1339,94,54,18,62,200628.175,160961.4,-0.2913183867931366,135968653312.0,1304000856064.0,1
698,2041,3227,9,958,4,4915,26,13,19,61,272340.45,100965.125,-0.590889036655426,580676485120.0,1364062371840.0,1
699,3716,3570,25,929,59,1589,94,89,91,95,117097.05,66541.35,-0.6974973678588867,832847937536.0,3812946870272.0,1
700,3714,3238,6,1042,63,2602,100,58,10,85,136322.9375,77617.3625,-0.7078730463981628,772174053376.0,3943468630016.0,1
701,4375,3153,498,70,5,2106,32,20,18,31,246408.85,93261.4875,-0.5985417366027832,3388187607040.0,637388062720.0,1
702,6155,3959,742,139,1,3046,25,90,20,33,184729.675,82659.2875,-0.587777853012085,4981620998144.0,752417243136.0,1
703,4951,3125,566,92,3,1420,64,34,38,34,194453.025,86438.54375,-0.6487241983413696,3811591847936.0,837428051968.0,1
704,7796,2818,24,957,26,660,99,99,45,58,101725.2625,68896.55625,-0.7032046914100647,1504084361216.0,2726833946624.0,1
705,639,3281,25,34,2,795,7,34,20,61,317707.075,150598.625,-0.29758328199386597,268238700544.0,490569629696.0,1
706,3264,3274,541,66,3,2867,35,45,25,5,224498.05,107092.225,-0.6043462753295898,3442705694720.0,645597429760.0,1
707,4744,3125,569,67,5,1483,95,61,39,57,137962.775,79170.1125,-0.6982874870300293,3793215291392.0,1176309989376.0,1
708,3716,2573,6,81,59,1333,94,41,43,94,161715.65,80377.2125,-0.6554451584815979,726229254144.0,2937858555904.0,1
709,103,3942,10,946,6,411,40,2,53,93,292129.4,114369.225,-0.4478370249271393,84123516928.0,1536894828544.0,1
710,1542,3941,25,863,4,5068,25,26,19,61,258891.525,100115.9625,-0.5892791152000427,581312118784.0,1322884923392.0,1
711,2868,3393,55,74,8,7541,78,67,2,94,154413.85,81227.05625,-0.6741629242897034,1055957188608.0,1249655259136.0,1
712,3840,3633,214,36,2,971,56,33,33,7,216294.1,104059.84375,-0.6325817704200745,1799569145856.0,681673490432.0,1
713,415,3158,25,34,2,549,6,27,19,60,351527.1,178914.625,-0.10007312893867493,220270739456.0,456752857088.0,1
714,7686,3513,377,858,7,7460,100,30,16,89,146211.4125,61203.58125,-0.7098811864852905,3540359577600.0,1868949094400.0,1
715,454,3148,32,14,6,964,19,81,31,70,251553.3,158518.9,-0.15405099093914032,278039068672.0,888078467072.0,1
716,132,3221,22,60,3,511,95,50,44,61,217359.5,176764.3625,-0.20462563633918762,154259849216.0,1185786363904.0,1
717,6965,3775,1992,74,51,5517,94,95,54,85,107422.425,60735.0375,-0.6998624801635742,11612768436224.0,2758586925056.0,1
718,6264,3130,7,546,59,2716,70,82,58,78,141764.35,66286.1875,-0.6600963473320007,1225356738560.0,3255480877056.0,1
719,579,3946,6,61,2,803,8,45,20,32,284597.95,140117.55,-0.496966689825058,160805748736.0,523207278592.0,1
720,79,3377,1,288,3,779,7,34,40,97,316567.475,143508.725,-0.2069617509841919,47290245120.0,793926893568.0,1
721,119,3178,16,53,5,1471,14,61,50,66,285167.7,161422.725,-0.10627970099449158,156297609216.0,774164512768.0,1
722,120,3962,10,93,6,3484,23,28,50,92,274638.375,104946.025,-0.4568357467651367,199185907712.0,787410583552.0,1
723,7042,3313,21,675,7,6363,88,61,22,26,140365.175,76035.30625,-0.690612256526947,1565513744384.0,1651723730944.0,1
724,187,3914,5,402,6,363,89,50,30,65,184616.05,127350.1375,-0.5443883538246155,71395196928.0,1517345308672.0,1
725,7807,3690,1078,20,4,676,22,32,57,99,234628.6,63853.00625,-0.5801364779472351,6903063642112.0,638324113408.0,1
726,783,3326,10,190,10,11,56,45,42,33,232151.625,148064.8875,-0.47238460183143616,187905933312.0,1210607730688.0,1
727,431,3145,6,61,2,482,6,18,44,60,360359.35,172928.375,-0.13850292563438416,123331854336.0,453090803712.0,1
728,136,2874,8,50,4,1781,9,67,22,61,298066.95,183011.8875,0.02880040369927883,129605763072.0,712394735616.0,1
729,772,3221,14,126,6,700,25,50,18,32,262880.6,154577.15,-0.3931596875190735,231605747712.0,832079986688.0,1
730,188,3765,2,162,2,468,39,18,30,0,300901.6,175603.875,-0.4115890860557556,60039675904.0,659295698944.0,1
731,2107,3440,47,32,3,5196,63,45,22,19,197962.075,110166.8125,-0.646213948726654,796976611328.0,812053561344.0,1
732,4478,3225,1032,21,4,1316,5,33,3,1,267410.675,106033.5125,-0.5532822012901306,6111378276352.0,397158842368.0,1
733,7739,3429,1137,67,6,7853,63,60,24,34,165929.45,73965.58125,-0.6511316299438477,7455123177472.0,956043362304.0,1
734,124,3994,1,962,59,1347,55,33,53,66,233223.2,114375.075,-0.5086976885795593,75844485120.0,3455091736576.0,1
735,4855,3125,448,66,6,404,89,61,25,38,146532.7125,88544.9,-0.6867305040359497,3153655758848.0,1145425100800.0,1
736,7686,3329,6,1980,7,619,25,67,41,99,198825.75,65289.525,-0.5852867960929871,1391279865856.0,2541450952704.0,1
737,3263,3221,12,94,28,3340,44,45,29,66,211157.8,87870.8125,-0.6187666058540344,751306211328.0,1616820830208.0,1
738,4859,3263,751,85,7,1991,88,55,11,18,150989.8125,90051.44375,-0.6876464486122131,4763606843392.0,1129095495680.0,1
739,116,3125,4,166,4,2652,88,82,32,16,178995.525,171868.7,-0.3373028337955475,137418252288.0,1298015453184.0,1
740,372,3205,6,109,6,1333,5,62,22,62,278795.55,152997.85,-0.2639297544956207,144105619456.0,781495435264.0,1
741,77,3574,15,214,1,1100,6,34,53,34,332049.975,159482.6375,-0.29826945066452026,130332180480.0,594360860672.0,1
742,944,3434,13,95,28,1776,44,18,28,93,254653.45,99803.675,-0.5387095808982849,295680016384.0,1584429268992.0,1
743,7804,3574,510,129,4,5596,87,94,33,47,115334.1625,68946.55625,-0.6886407732963562,4173862273024.0,1197030637568.0,1
744,6763,3625,1289,78,0,4995,89,35,32,95,170678.3,62119.1625,-0.6928236484527588,7959200399360.0,964437671936.0,1
745,124,3593,6,35,4,763,55,33,55,39,264932.9,163782.6375,-0.30343398451805115,80140156928.0,842224828416.0,1
746,7803,2405,1993,83,1,716,94,93,57,18,117606.725,79551.65,-0.6061906814575195,11588627070976.0,1097356935168.0,1
747,7367,2989,182,66,1,1995,12,25,41,15,268457.55,85200.00625,-0.5655120015144348,2287064842240.0,390139904000.0,1
748,323,2957,6,80,6,1987,94,73,10,53,180807.45,159903.075,-0.31339162588119507,159433621504.0,1329934106624.0,1
749,2811,3083,17,1838,58,4740,96,94,40,71,115215.2875,84869.3125,-0.703147828578949,749294125056.0,4579076341760.0,1
750,7029,3134,30,1502,58,3202,70,94,87,89,130677.85,59643.5875,-0.6607362031936646,1494017507328.0,4099098279936.0,1
751,75,3205,0,293,59,892,88,81,0,16,187266.7625,191148.15,-0.27857229113578796,45596164096.0,3230407065600.0,1
752,4671,3893,1774,85,3,3123,39,35,28,5,221729.2,92981.33125,-0.6107582449913025,10009937182720.0,641459552256.0,1
753,8083,3705,1510,65,2,4221,70,44,32,95,171335.95,60715.70625,-0.6606581807136536,9292270796800.0,906590814208.0,1
754,7686,3580,122,3,4,3499,24,64,40,26,204210.325,78316.8125,-0.580528974533081,2090262593536.0,624079929344.0,1
755,95,3950,2,461,5,387,15,3,54,93,324381.175,117805.0375,-0.4025300443172455,40895365120.0,932417241088.0,1
756,7556,2818,20,898,4,3348,92,25,90,38,160787.25,67474.00625,-0.696002185344696,1539883401216.0,1719471702016.0,1
757,7351,1130,9,77,0,52,2,21,42,51,375285.6,181425.5,0.5842097997665405,1327638904832.0,349271490560.0,1
758,6780,3561,1301,77,0,5244,1,36,95,10,272148.2,80616.8375,-0.5531256198883057,8032684081152.0,365126909952.0,1
759,4160,3818,1550,74,3,3260,91,81,2,24,127912.925,90408.69375,-0.6936875581741333,8779098226688.0,1092507467776.0,1
760,896,3479,14,1488,3,4367,92,10,31,64,202582.925,104348.5375,-0.6336383819580078,386963865600.0,2202081951744.0,1
761,7397,3328,775,124,5,1448,91,79,40,25,124828.8625,76327.99375,-0.691424548625946,5308492546048.0,1188030316544.0,1
762,415,3178,6,33,3,735,4,45,19,45,319269.45,181767.1375,-0.11282338947057724,129776025600.0,525831831552.0,1
763,7680,3402,69,861,59,735,100,29,19,90,148874.3875,63899.09375,-0.7046557068824768,1717027340288.0,3541311684608.0,1
764,7621,3913,224,83,7,563,41,32,21,30,216496.55,81032.55625,-0.6101630926132202,2494082056192.0,792792334336.0,1
765,7782,3937,230,82,1,99,46,3,41,33,249010.6,79618.08125,-0.617620050907135,2535902150656.0,559725019136.0,1
766,138,3318,15,46,4,1421,6,35,18,34,324687.85,177394.3625,-0.1449427306652069,152661114880.0,519468974080.0,1
767,64,3322,0,547,59,371,83,83,3,93,185620.1125,157410.925,-0.2751491665840149,24675203072.0,3518279712768.0,1
768,7685,3339,133,662,3,7484,100,2,30,25,167660.3375,72975.1125,-0.7100880742073059,2291781074944.0,1419575820288.0,1
769,1539,3135,46,1448,69,3412,98,98,55,95,113358.975,83836.9375,-0.6825299263000488,627898843136.0,4691190087680.0,1
770,4939,2834,137,66,0,6196,2,5,43,15,323402.2,93300.25625,-0.5552262663841248,1787251130368.0,236649660416.0,1
771,4159,3310,1917,90,4,3123,48,36,1,6,214261.85,100534.7375,-0.6250803470611572,10652964880384.0,726940778496.0,1
772,7274,3173,1016,123,5,1464,30,61,49,69,200138.3375,70702.1625,-0.5944841504096985,6521584877568.0,849560469504.0,1
773,7999,3246,1902,85,3,5164,48,61,27,11,181583.7375,79049.08125,-0.6264882683753967,11319086415872.0,762587774976.0,1
774,8063,3942,1161,84,3,2275,2,39,25,2,252502.875,84781.71875,-0.5503726005554199,7430917849088.0,420418912256.0,1
775,7452,3401,453,493,7,7720,90,97,57,88,109269.6625,59397.28125,-0.6943488121032715,3898230177792.0,1699519397888.0,1
776,3590,3146,63,450,5,460,88,49,25,69,161170.575,88732.78125,-0.6853229999542236,964288053248.0,1460477886464.0,1
777,890,3335,6,125,4,2631,91,72,54,24,152664.85,120726.975,-0.5961325168609619,281630113792.0,1235395018752.0,1
778,7686,3342,1086,172,1,3100,50,60,40,96,184535.8,62923.49375,-0.6279862523078918,7011387310080.0,913901289472.0,1
779,371,2933,6,102,3,1290,18,50,15,46,292223.925,176082.05,-0.16289092600345612,142362886144.0,686542356480.0,1
780,3723,3830,57,957,5,884,84,62,68,69,150465.575,77974.225,-0.6801414489746094,972188090368.0,1924841472000.0,1
781,67,3974,5,162,4,643,8,97,58,92,217907.675,118581.15,-0.3909544348716736,60720005120.0,986780467200.0,1
782,7396,3902,141,1859,58,7593,100,80,94,39,112915.9,65410.225,-0.7102669477462769,2286408433664.0,4474013745152.0,1
783,76,3237,0,194,59,892,88,81,3,16,187319.1,191812.6,-0.28709152340888977,45770240000.0,3149768949760.0,1
784,416,3221,1,62,3,675,23,46,11,28,293006.55,186454.5375,-0.21582938730716705,102161285120.0,648219262976.0,1
785,6517,3076,41,1934,59,1392,30,71,86,94,190828.4625,63800.23125,-0.5949679017066956,1395179520000.0,4227709534208.0,1
786,6851,3546,894,123,4,4692,39,33,8,94,214835.125,66774.43125,-0.6116448044776917,5941065940992.0,797233577984.0,1
787,829,3729,24,77,2,415,2,33,22,57,305069.45,129972.175,-0.4935222566127777,282331512832.0,484082909184.0,1
788,8093,3518,249,60,5,1447,20,48,19,56,222836.375,75124.6875,-0.5772807598114014,2736496050176.0,664233312256.0,1
789,7269,3452,775,124,5,1463,96,65,56,58,128514.425,67829.625,-0.6995176672935486,5286757662720.0,1228879167488.0,1
790,7689,3273,963,162,6,2915,38,44,8,31,207296.975,78666.9625,-0.608546793460846,6375399751680.0,837283807232.0,1
791,7995,3433,1937,85,6,5971,63,60,27,44,165271.7,71297.34375,-0.6505948305130005,11527030571008.0,985125814272.0,1
792,4836,3902,178,1859,58,7593,100,80,93,39,116350.5125,72779.7125,-0.710432767868042,2030203305984.0,4500763967488.0,1
